ID_ES,COD_CATALOGO_ES,NOMBRE_ES,CATEGORIA_ES,CLASE_ES,TIPO_ES,ESTADO,FGDA,DEPARTAMENTO,MUNICIPIO,LATITUD,LONGITUD,FECHA_INSTALACION,FECHA_SUSPENSION
1021,15010230,GIMNASIO STA MARTA ,PM,MET,CON,SUS,MINAG,MAGDALENA,SANTA MARTA,11.2166667,-74.2166670,15/04/1938,15/06/1944
1022,15010260,BATALLON ,PM,MET,CON,SUS,MINAG,MAGDALENA,SANTA MARTA,11.2333333,-74.2333330,15/08/1931,15/08/1936
1023,15010270,NARANJOS LOS GJA ,PM,MET,CON,SUS,MINAG,MAGDALENA,SANTA MARTA,11.3166667,-73.9000000,15/05/1946,15/09/1947
1024,15010280,INST CELEDON ,PM,MET,CON,SUS,MINAG,MAGDALENA,SANTA MARTA,11.2666667,-74.2166670,15/04/1938,15/11/1939
1025,15010290,CINCINATI ,PM,MET,CON,SUS,FNC,MAGDALENA,SANTA MARTA,11.2166667,-74.0500000,15/02/1953,15/06/1965
1026,15011001,SANTA_MARTA_CIOH ,MR,HMT,AUT,ACT,DIMAR,MAGDALENA,SANTA MARTA,11.2351167,-74.2215690,17/03/2016,
1027,15011002,SALGUERO_INVEMAR ,MR,HMT,AUT,ACT,INVEMAR,MAGDALENA,SANTA MARTA,11.1883528,-74.2314530,17/03/2016,
1028,15011003,SPRC ,MR,HMT,AUS,ACT,SPRC-CNR,MAGDALENA,CIÉNAGA,11.0430667,-74.2319110,17/03/2016,
1029,15011004,COMARTA_UJTL ,MR,HMT,AUS,ACT,UJTL_SANTA MARTA,MAGDALENA,SANTA MARTA,11.2018361,-74.2272690,17/03/2016,
1030,15011005,DON_JACA ,MR,HMT,AUS,ACT,DRUMMOND LTD,MAGDALENA,SANTA MARTA,11.0985889,-74.2186060,17/03/2016,
1031,15011006,PUERTO_DRUMMOND ,HA,HMT,AUS,ACT,DRUMMOND LTD,MAGDALENA,CIÉNAGA,11.0612056,-74.2100530,17/03/2016,
1032,15011007,PUNTA_BETIN_INVEMAR ,MR,HMT,AUT,ACT,INVEMAR,MAGDALENA,SANTA MARTA,11.2512306,-74.2205310,17/03/2016,
1033,15015070,JIROCASACA ,CO,MET,CON,ACT,FNC,MAGDALENA,SANTA MARTA,11.1166667,-74.0333330,15/02/1992,
1034,15015080,POZOS COLORADOS ,CO,MET,CON,SUS,IGAC,MAGDALENA,SANTA MARTA,11.1666667,-74.2333330,15/03/1940,15/12/1961
1035,15017011,PUNTA BETIN INVEMAR ,HA,HMT,AUT,ACT,INVEMAR,MAGDALENA,SANTA MARTA,11.2512306,-74.2205310,18/09/2012,
1036,15060250,FARO EL ,PM,MET,CON,SUS,FNC,LA GUAJIRA,BARRANCAS,11.0000000,-72.7333330,15/01/1954,15/08/1958
1037,15061001,CORPOGUAJIRA RIOHACHA ,MR,HMT,AUS,ACT,CORPOGUAJIRA,LA GUAJIRA,RIOHACHA,11.5468333,-72.9075560,17/03/2016,
1038,15067270,LAS CASITAS ,LM,HID,CON,ACT,CMINA,LA GUAJIRA,BARRANCAS,10.9417222,-72.7209170,01/10/2010,
1039,15070260,PROVISION DE AGUAS ,PM,MET,CON,SUS,PARTIC,LA GUAJIRA,URIBIA,11.7166667,-72.2333330,15/11/1936,15/12/1966
1040,15070270,SAN JOSE DE BAHIA ,PM,MET,CON,SUS,MINEC,LA GUAJIRA,URIBIA,12.3333333,-71.8000000,15/04/1940,15/06/1944
1041,15071001,BOYA_PUERTO_BOLIVAR_OLEAJ,MR,HMT,AUT,ACT,DIMAR,LA GUAJIRA,URIBIA,12.3490000,-72.2180000,17/03/2016,
1042,15075070,KASUSHI ,CP,MET,CON,ACT,PARTIC,LA GUAJIRA,URIBIA,12.2166667,-72.0000000,20/05/2000,
1043,15075080,ARUTKJUI ,CP,MET,CON,ACT,PARTIC,LA GUAJIRA,URIBIA,12.2166667,-72.0166670,15/12/2000,
1044,15075090,KASWOIN ,CP,MET,CON,ACT,PARTIC,LA GUAJIRA,URIBIA,12.2166667,-72.0333330,13/12/2000,
1045,15075100,PUNTA COCO ,CP,MET,CON,ACT,PARTIC,LA GUAJIRA,URIBIA,12.2833333,-71.9166670,25/11/2002,
1046,15075110,MAURIPAO ,CP,MET,CON,ACT,PARTIC,LA GUAJIRA,URIBIA,12.3333333,-71.7000000,27/11/2002,
1047,15075120,BAHIA HONDITA ,CP,MET,CON,ACT,PARTIC,LA GUAJIRA,URIBIA,12.4166667,-71.7166670,26/11/2002,
1048,15075130,TAROA ,CP,MET,CON,ACT,PARTIC,LA GUAJIRA,URIBIA,12.4166667,-71.5666670,26/11/2002,
1049,15075140,PUERTO ESTRELLA ,CP,MET,CON,ACT,PARTIC,LA GUAJIRA,URIBIA,12.3500000,-71.3000000,16/11/2002,
1050,15077001,PTO BOLIVAR INVEMAR ,MR,HMT,AUT,ACT,INVEMAR,LA GUAJIRA,URIBIA,12.2564972,-71.9743190,18/09/2012,
1051,23190190,ANGELES LOS ,PM,MET,CON,SUS,ICEL,CESAR,RIO DE ORO,8.0833333,-73.4833330,15/10/1959,15/11/1966
1052,23210030,AGUACHICA ,PM,MET,CON,SUS,ICEL,CESAR,AGUACHICA,8.3166667,-73.6333330,15/10/1959,15/12/1966
1053,23210040,LUCHA LA HDA ,PM,MET,CON,SUS,CVM,CESAR,AGUACHICA,8.2000000,-73.6666670,15/01/1964,15/11/1966
1054,23210050,TARAPACA ,PM,MET,CON,SUS,CVM,CESAR,AGUACHICA,8.1833333,-73.6833330,15/01/1965,15/08/1966
1055,23210060,PORVENIR EL HDA ,PM,MET,CON,SUS,CVM,CESAR,AGUACHICA,8.1833333,-73.6500000,15/01/1965,15/05/1966
1056,23210080,CATATUMBO HDA ,PM,MET,CON,SUS,CVM,CESAR,GAMARRA,8.3500000,-73.6666670,15/01/1965,15/12/1966
1057,23210100,PALLARES ,PM,MET,CON,SUS,CVM,CESAR,GAMARRA,8.4000000,-73.6500000,15/08/1965,15/05/1966
1058,23215010,GAMARRA ,CO,MET,CON,SUS,MINEC,CESAR,GAMARRA,8.3333333,-73.7500000,15/07/1931,15/10/1985
1059,23215020,APTO GAMARRA ,CO,MET,CON,SUS,ECA,CESAR,AGUACHICA,8.2500000,-73.5833330,15/12/1953,15/01/1964
1060,23217010,GAMARRA ,LM,HID,CON,SUS,MOP,CESAR,GAMARRA,8.3166667,-73.7500000,15/01/1934,15/04/1956
1061,25020100,ARBOLEDAS ,PM,MET,CON,SUS,PARTIC,CESAR,TAMALAMEQUE,8.7333333,-73.7333330,15/06/1944,15/07/1945
1062,25020290,ZARATE ,PM,MET,CON,SUS,CVM,MAGDALENA,PLATO,9.7333333,-74.6833330,15/08/1964,15/07/1967
1063,25020300,TAGOAGE HDA ,PM,MET,CON,SUS,INCORA,CESAR,PAILITAS,8.9666667,-73.6500000,15/11/1965,15/12/1968
1064,25025010,BANCO EL ,CO,MET,CON,SUS,MINEC,MAGDALENA,EL BANCO,9.0000000,-73.9833330,15/01/1932,15/10/1936
1065,25027430,BARRANCONES ,LM,HID,CON,SUS,CVM,CESAR,CHIMICHAGUA,9.1333333,-73.7833330,15/07/1965,15/09/1968
1066,25027440,PTE CARRETERA ,LM,HID,CON,SUS,CVM,CESAR,CURUMANÍ,9.3500000,-73.5000000,15/06/1964,15/08/1964
1067,28010010,ROSARIO EL ,PM,MET,CON,SUS,FNC,LA GUAJIRA,VILLANUEVA,10.5833333,-72.9666670,15/07/1952,15/01/1956
1068,28010030,MANAURE R MEJIA ,PG,MET,CON,SUS,FNC,CESAR,LA PAZ,10.3833333,-73.0500000,15/12/1952,15/06/1971
1069,28010050,VILLANUEVA ,PM,MET,CON,SUS,INCORA,LA GUAJIRA,VILLANUEVA,10.5000000,-73.0333330,15/08/1954,15/10/1961
1070,28010060,VILLANUEVA ,PG,MET,CON,SUS,INCORA,LA GUAJIRA,VILLANUEVA,10.5000000,-73.0333330,15/09/1966,15/06/1967
1071,28010080,AGUAS BLANCAS ,PM,MET,CON,SUS,IFA,CESAR,VALLEDUPAR,10.4666667,-73.2500000,15/01/1960,15/12/1960
1072,28010100,VALLEDUPAR-CVM ,PM,MET,CON,SUS,CVM,CESAR,VALLEDUPAR,10.4833333,-73.2500000,15/09/1931,15/12/1964
1073,28010120,LAGUNA LA ,PM,MET,CON,SUS,PARTIC,LA GUAJIRA,VILLANUEVA,10.6166667,-72.9833330,15/10/1964,15/11/1967
1074,28010160,ROQUE DE ALBA ,PM,MET,CON,SUS,INCORA,LA GUAJIRA,VILLANUEVA,10.6000000,-72.9666670,15/04/1970,15/11/1973
1075,28010180,PTE EL ,PM,MET,CON,SUS,INCORA,CESAR,VALLEDUPAR,10.3666667,-73.4500000,15/06/1970,15/07/1970
1076,28010190,OASIS 1 EL ,PM,MET,CON,SUS,INCORA,CESAR,VALLEDUPAR,10.4833333,-73.2500000,15/06/1970,15/07/1970
1077,28010210,HATICOS LOS ,PM,MET,CON,SUS,INCORA,LA GUAJIRA,SAN JUAN DEL CESAR,10.7333333,-73.0666670,15/08/1970,15/12/1974
1078,28010220,RAICES LAS ,PM,MET,CON,SUS,INCORA,CESAR,VALLEDUPAR,10.5500000,-73.1833330,15/09/1970,15/11/1975
1079,28010230,ZAMBRANO ,PM,MET,CON,SUS,INCORA,LA GUAJIRA,SAN JUAN DEL CESAR,10.8000000,-73.0166670,15/09/1970,15/09/1972
1080,28010240,PALMARITO ,PM,MET,CON,SUS,INCORA,LA GUAJIRA,SAN JUAN DEL CESAR,10.7166667,-73.2166670,15/10/1970,15/05/1975
1081,28010250,RECUERDO EL ,PM,MET,CON,SUS,INCORA,LA GUAJIRA,VILLANUEVA,10.6833333,-72.9333330,15/09/1970,15/06/1973
1082,28010300,PROVIDENCIA ,PM,MET,CON,SUS,INCORA,LA GUAJIRA,VILLANUEVA,10.6833333,-73.0333330,15/10/1970,15/01/1973
1083,28010310,JUNTA LA ,PM,MET,CON,SUS,INCORA,LA GUAJIRA,SAN JUAN DEL CESAR,10.7666667,-73.1500000,15/09/1970,15/06/1975
1084,28010320,VALLEDUPAR MOP ,PM,MET,CON,SUS,MOP,CESAR,VALLEDUPAR,10.4666667,-73.2500000,15/09/1959,15/06/1972
1085,28010350,GUACAMAYAL ,PM,MET,CON,SUS,INCORA,LA GUAJIRA,SAN JUAN DEL CESAR,10.8333333,-73.0833330,15/08/1970,15/12/1973
1086,28010400,OASIS 2 ,PM,MET,CON,SUS,INCORA,CESAR,VALLEDUPAR,10.4833333,-73.2666670,15/06/1970,15/06/1971
1087,28015010,VALLEDUPAR-IFA ,CO,MET,CON,SUS,IFA,CESAR,VALLEDUPAR,10.4666667,-73.2333330,15/01/1933,15/07/1950
1088,28015040,GUATAPURI ,CO,MET,CON,SUS,IGAC,CESAR,VALLEDUPAR,10.5500000,-73.3666670,15/10/1964,15/09/1967
1089,28015090,VILLANUEVA ,CO,MET,CON,SUS,INCORA,LA GUAJIRA,VILLANUEVA,10.5000000,-73.0333330,15/09/1966,15/06/1967
1090,28017010,RINCON EL ,LM,HID,CON,SUS,ICEL,CESAR,VALLEDUPAR,10.5000000,-73.2500000,15/03/1958,15/03/1967
1091,28017020,VALERIO ,LM,HID,CON,SUS,CVM,CESAR,VALLEDUPAR,10.5333333,-73.3333330,15/12/1959,15/05/1963
1092,28017030,GLORIA LA ,LM,HID,CON,SUS,CVM,CESAR,VALLEDUPAR,10.6166667,-73.2333330,15/12/1962,15/02/1969
1093,28020010,IFA ,PM,MET,CON,SUS,IFA,CESAR,AGUSTÍN CODAZZI,10.0500000,-73.2333330,15/01/1950,15/11/1967
1094,28020020,LORENA HDA ,PM,MET,CON,SUS,IGAC,CESAR,AGUSTÍN CODAZZI,9.9166667,-73.4166670,15/06/1956,15/03/1965
1095,28020030,EUROPA 8 ,PM,MET,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,9.9166667,-73.3166670,15/01/1958,15/01/1965
1096,28020050,WALKIRIAS HDA ,PM,MET,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,9.8500000,-73.5000000,15/05/1959,15/03/1967
1097,28020060,RECUERDO EL HDA ,PM,MET,CON,SUS,CVM,CESAR,LA PAZ,10.0333333,-73.4500000,15/07/1959,15/11/1963
1098,28020070,CERRITO EL HDA ,PM,MET,CON,SUS,CVM,CESAR,LA PAZ,10.0500000,-73.4000000,15/07/1959,15/07/1966
1099,28020090,LAGUNILLA HDA ,PM,MET,CON,SUS,CVM,CESAR,LA PAZ,10.0666667,-73.3666670,15/10/1962,15/01/1966
1100,28020100,DIAMANTE EL HDA ,PM,MET,CON,SUS,CVM,CESAR,LA PAZ,10.1500000,-73.2666670,15/04/1960,15/07/1966
1101,28020110,CONCORDIA LA HDA ,PM,MET,CON,SUS,IFA,CESAR,AGUSTÍN CODAZZI,9.9333333,-73.2666670,15/01/1961,15/12/1961
1102,28020120,TAMACA HDA ,PM,MET,CON,SUS,IFA,CESAR,AGUSTÍN CODAZZI,9.9500000,-73.2166670,15/01/1961,15/01/1962
1103,28020130,ILUSIONES LAS HDA ,PM,MET,CON,SUS,IFA,CESAR,AGUSTÍN CODAZZI,10.0000000,-73.1666670,15/04/1961,15/08/1961
1104,28020140,NIDO EL HDA ,PM,MET,CON,SUS,IFA,CESAR,LA PAZ,10.0000000,-73.4666670,15/05/1961,15/12/1961
1105,28020160,IBERIA HDA ,PM,MET,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,9.9500000,-73.2000000,15/05/1961,15/07/1966
1106,28020170,STA RITA HDA ,PM,MET,CON,SUS,IFA,CESAR,AGUSTÍN CODAZZI,9.8333333,-73.2333330,15/06/1961,15/07/1961
1107,28020180,ANTIOQUIA HDA ,PM,MET,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,10.0333333,-73.2166670,15/06/1961,15/03/1967
1108,28020190,DELICIAS LAS ,PM,MET,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,10.0333333,-73.2500000,15/01/1962,15/03/1965
1109,28020200,BACHAN HDA ,PM,MET,CON,SUS,IGAC,CESAR,AGUSTÍN CODAZZI,10.0166667,-73.3833330,15/01/1962,15/12/1964
1110,28020210,BECERRIL ,PM,MET,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,9.6833333,-73.2666670,15/03/1962,15/12/1966
1111,28020220,MACANAL ,PM,MET,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,10.0500000,-73.3333330,15/04/1962,15/01/1966
1112,28020240,ANGELES LOS ,PM,MET,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,9.7833333,-73.4000000,15/09/1962,15/07/1969
1113,28020270,ESTANCIA LA ,PM,MET,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,9.8833333,-73.4166670,15/01/1963,15/12/1965
1114,28020280,SICARARE HDA ,PM,MET,CON,SUS,INCORA,CESAR,AGUSTÍN CODAZZI,9.8500000,-73.3500000,15/09/1962,15/10/1968
1115,28020290,BEGONA 24 ,PM,MET,CON,SUS,INCORA,CESAR,AGUSTÍN CODAZZI,9.8166667,-73.3333330,15/06/1969,15/06/1975
1116,28020320,MONTE CARMELO ,PM,MET,CON,SUS,INCORA,CESAR,AGUSTÍN CODAZZI,9.8666667,-73.2500000,15/04/1969,15/05/1971
1117,28020330,CAMP BEGONA ,PM,MET,CON,SUS,INCORA,CESAR,AGUSTÍN CODAZZI,9.8166667,-73.3166670,15/06/1969,15/09/1972
1118,28020340,COMIENZO EL ,PM,MET,CON,SUS,INCORA,CESAR,AGUSTÍN CODAZZI,9.8000000,-73.3333330,15/06/1969,15/12/1973
1119,28020360,PLATANAL ,PM,MET,CON,SUS,INCORA,CESAR,AGUSTÍN CODAZZI,9.7166667,-73.4166670,15/08/1969,15/11/1969
1120,28020370,MONTECARLO ,PM,MET,CON,SUS,INCORA,CESAR,LA PAZ,9.8833333,-73.5166670,15/01/1970,15/07/1970
1121,28020380,SABANA LA ,PM,MET,CON,SUS,INCORA,CESAR,LA PAZ,9.9000000,-73.4833330,15/05/1970,15/12/1970
1122,28020390,POZO AZUL ,PM,MET,CON,SUS,INCORA,CESAR,LA PAZ,10.1666667,-73.2000000,15/06/1970,15/06/1974
1123,28020430,UCRANIA HDA ,PM,MET,CON,SUS,INCORA,CESAR,AGUSTÍN CODAZZI,10.0333333,-73.2833330,15/01/1958,15/09/1975
1124,28020450,PLAN EL ,PM,MET,CON,SUS,INCORA,LA GUAJIRA,VILLANUEVA,10.4333333,-73.1000000,15/09/1970,15/10/1972
1125,28020490,CERRO EL HDA ,PM,MET,CON,SUS,IFA,CESAR,AGUSTÍN CODAZZI,10.0000000,-73.4666670,15/05/1961,15/09/1961
1126,28020510,DANUBIO EL HDA ,PM,MET,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,10.0000000,-73.1666670,15/03/1962,15/03/1965
1127,28020520,GUADALAJARA HDA ,PM,MET,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,10.0166667,-73.1833330,15/01/1962,15/03/1965
1128,28020530,PTE CALLAO ,PM,MET,CON,SUS,INCORA,CESAR,VALLEDUPAR,10.5166667,-73.3000000,15/04/1968,15/03/1970
1129,28020550,CODAZZI ,PM,MET,CON,SUS,INCORA,CESAR,AGUSTÍN CODAZZI,10.0333333,-73.2333330,15/09/1968,15/09/1970
1130,28020560,SOCOMBA ,PM,MET,CON,SUS,INCORA,CESAR,VALLEDUPAR,10.0500000,-73.2666670,15/02/1972,15/07/1975
1131,28020570,CASA TABLA ,PM,MET,CON,SUS,INCORA,CESAR,AGUSTÍN CODAZZI,9.9500000,-73.2833330,15/10/1971,15/12/1973
1132,28025100,LAGUNA LA ,CO,MET,CON,SUS,IGAC,CESAR,LA PAZ,10.2666667,-73.0666670,15/01/1962,15/08/1975
1133,28025110,LOMA LA ,CO,MET,CON,ACT,PARTIC,CESAR,EL PASO,9.6833333,-73.5166670,15/02/1991,
1134,28025501,LA JAGUA DE IBIRICO,CP,MET,AUT,ACT,CENICAFE,CESAR,LA JAGUA DE IBIRICO,9.5330556,-73.1803310,,
1135,28027070,POZO NUEVO ,LM,HID,CON,SUS,INCORA,CESAR,LA PAZ,10.4333333,-73.2000000,15/01/1969,15/08/1970
1136,28027090,ESPERANZA LA ,LM,HID,CON,SUS,INCORA,CESAR,AGUSTÍN CODAZZI,10.1000000,-73.1500000,15/07/1970,15/09/1970
1137,28027100,SAN DIEGO ,LM,HID,CON,SUS,CVM,CESAR,LA PAZ,10.3333333,-73.1833330,15/12/1962,15/09/1964
1138,28027110,SAN VICENTE ,LM,HID,CON,SUS,CVM,CESAR,LA PAZ,10.3333333,-73.1833330,15/09/1964,15/05/1966
1139,28027120,PTE CARRETERA ,LM,HID,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,9.9500000,-73.2166670,15/10/1963,15/12/1963
1140,28027130,PTE CASACARA ,LM,HID,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,9.8166667,-73.2500000,15/10/1963,15/04/1967
1141,28027140,PTE CESAR CALENTUR ,LM,HID,CON,SUS,CVM,CESAR,CHIRIGUANÁ,9.6000000,-73.6833330,15/07/1963,15/08/1968
1142,28027150,PTE CARRETERA ,LM,HID,CON,SUS,CVM,CESAR,AGUSTÍN CODAZZI,9.5833333,-73.3166670,15/05/1964,15/06/1964
1143,28030020,BABILONIA HDA ,PM,MET,CON,SUS,CVM,CESAR,VALLEDUPAR,10.3500000,-73.4166670,15/05/1958,15/07/1960
1144,28030040,BERLIN HDA ,PM,MET,CON,SUS,CVM,CESAR,VALLEDUPAR,10.1000000,-73.4333330,15/03/1962,15/02/1967
1145,28030080,CHIMILAIMA 2 ,PM,MET,CON,SUS,CVM,CESAR,VALLEDUPAR,10.0000000,-73.7500000,15/08/1963,15/08/1968
1146,28030110,CAIMAN EL ,PM,MET,CON,SUS,INCORA,CESAR,VALLEDUPAR,10.3000000,-73.3333330,15/04/1970,15/12/1970
1147,28030120,OASIS EL ,PM,MET,CON,SUS,INCORA,CESAR,VALLEDUPAR,10.3500000,-73.4500000,15/05/1970,15/08/1972
1148,28030180,VILLA MERCY ,PM,MET,CON,SUS,INCORA,CESAR,VALLEDUPAR,10.3666667,-73.3166670,15/04/1968,15/08/1971
1149,28035050,TOCO EL ,CO,MET,CON,SUS,IGAC,CESAR,LA PAZ,10.1833333,-73.3500000,15/09/1964,15/12/1966
1150,28037100,SOCORRO EL ,LM,HID,CON,SUS,CVM,CESAR,VALLEDUPAR,10.4000000,-73.3166670,15/05/1965,15/08/1967
1151,28037110,PTE CARRETERA ,LM,HID,CON,SUS,CVM,CESAR,VALLEDUPAR,10.2500000,-73.4500000,15/12/1962,15/05/1966
1152,28037120,PTE CARRETERA ,LM,HID,CON,SUS,CVM,CESAR,VALLEDUPAR,10.2333333,-73.4666670,15/12/1962,15/05/1963
1153,28040050,RIO BRANCO ,PM,MET,CON,SUS,ICEL,CESAR,VALLEDUPAR,10.2666667,-73.8666670,15/01/1960,15/01/1961
1154,28040190,GOMEZ LOS HDA ,PM,MET,CON,SUS,CVM,CESAR,VALLEDUPAR,9.9666667,-73.9166670,15/07/1962,15/12/1967
1155,28040240,CHIMILA C A CARACO ,PM,MET,CON,SUS,CVM,CESAR,VALLEDUPAR,10.3333333,-73.8666670,15/05/1967,15/09/1969
1156,28040370,COLONIAS CHIMILA ,PM,MET,CON,SUS,CVM,CESAR,VALLEDUPAR,10.4666667,-73.2833330,15/04/1968,15/06/1969
1157,28040380,RIO BAMBUCO ,PM,MET,CON,SUS,ICEL,CESAR,VALLEDUPAR,10.2666667,-73.8666670,15/01/1960,15/12/1960
1158,28040390,PASO EL ,PM,MET,CON,SUS,MINAG,CESAR,CHIRIGUANÁ,9.4166667,-73.7166670,15/01/1950,15/12/1952
1159,28045010,PUEBLO BELLO ,CO,MET,CON,ACT,FNC,CESAR,VALLEDUPAR,10.3666667,-73.6333330,15/02/1954,
1160,28045050,PALMERAS DE COSTA ,CO,MET,CON,ACT,PARTIC,MAGDALENA,FUNDACIÓN,10.1833333,-74.0666670,15/01/1980,
1161,28045501,PUEBLO BELLO,CP,MET,AUT,ACT,CENICAFE,CESAR,PUEBLO BELLO,10.4216667,-73.5747190,,
1162,28047060,CARACOLICITO ,LM,HID,CON,SUS,CVM,CESAR,VALLEDUPAR,10.1833333,-73.9666670,15/11/1963,15/12/1966
1163,28047070,COPEY EL ,LM,HID,CON,SUS,CVM,CESAR,VALLEDUPAR,10.1500000,-73.9666670,15/11/1963,15/12/1966
1164,29020010,PLATO ,PM,MET,CON,SUS,PARTIC,MAGDALENA,PLATO,9.7833333,-74.7833330,15/08/1964,15/12/1965
1165,29060010,SALINAS EL TORNO ,PM,MET,CON,SUS,PARTIC,MAGDALENA,SITIONUEVO,10.7833333,-74.6166670,15/01/1940,15/12/1948
1166,29060020,TREBOL EL ,PM,MET,CON,SUS,ICEL,MAGDALENA,ARACATACA,10.6666667,-74.1666670,15/02/1958,15/09/1971
1167,29060110,BUENOS AIRES ,PM,MET,CON,SUS,INCORA,MAGDALENA,FUNDACIÓN,10.5333333,-74.1833330,15/03/1967,15/10/1974
1168,29060130,CIA FRUTERA SEVILL ,PM,MET,CON,SUS,PARTIC,MAGDALENA,CIÉNAGA,10.7666667,-74.1666670,15/01/1909,15/12/1959
1169,29060360,CANTAGALLAL ,PM,MET,CON,SUS,INCORA,MAGDALENA,PUEBLOVIEJO,10.7666667,-74.3166670,15/01/1967,15/06/1971
1170,29060390,MARGOT LA ,PM,MET,CON,SUS,INCORA,MAGDALENA,CIÉNAGA,10.8166667,-74.2166670,15/01/1967,15/03/1972
1171,29060400,TERESA LA ,PM,MET,CON,SUS,INCORA,MAGDALENA,CIÉNAGA,10.9000000,-74.2333330,15/01/1967,15/07/1971
1172,29060410,MERCEDES LAS ,PM,MET,CON,SUS,INCORA,MAGDALENA,ARACATACA,10.6500000,-74.3166670,15/01/1967,15/03/1973
1173,29060420,CABANA LA ,PM,MET,CON,SUS,CVM,MAGDALENA,ARACATACA,10.4000000,-74.1500000,15/08/1967,15/01/1970
1174,29060430,ARACATACA ,PM,MET,CON,SUS,CVM,MAGDALENA,ARACATACA,10.5500000,-74.2166670,15/05/1931,15/01/1962
1175,29060440,AGRICOLA IFA GJA ,PM,MET,CON,SUS,IGAC,MAGDALENA,ARACATACA,10.5833333,-74.1833330,15/05/1946,15/12/1961
1176,29060450,RETEN EL ,PM,MET,CON,SUS,IGAC,MAGDALENA,ARACATACA,10.6000000,-74.2833330,15/07/1938,15/07/1940
1177,29060460,GUACAMAYA CIENAGA ,PM,MET,CON,SUS,MINAG,MAGDALENA,CIÉNAGA,10.7500000,-74.1500000,15/11/1938,15/07/1947
1178,29060470,SEVILLA CIENAGA ,PM,MET,CON,SUS,MINAG,MAGDALENA,CIÉNAGA,10.7666667,-74.1333330,15/01/1945,15/10/1947
1179,29060490,ORIHUECA CIENAGA ,PM,MET,CON,SUS,MINAG,MAGDALENA,CIÉNAGA,10.8500000,-74.1666670,15/03/1939,15/02/1943
1180,29060500,CIENAGA ,PM,MET,CON,SUS,MINAG,MAGDALENA,CIÉNAGA,10.9000000,-74.1666670,15/03/1938,15/10/1947
1181,29060510,PUEBLO VIEJO ,PM,MET,CON,SUS,MINAG,MAGDALENA,PUEBLOVIEJO,11.0000000,-74.5333330,15/04/1932,15/08/1946
1182,29060520,SEVILLA ABARCA ,PM,MET,CON,SUS,CVM,MAGDALENA,CIÉNAGA,10.8000000,-74.1000000,15/01/1958,15/09/1963
1183,29060530,FUNDACION ,PM,MET,CON,SUS,ICEL,MAGDALENA,FUNDACIÓN,10.5000000,-74.1833330,15/01/1956,15/04/1958
1184,29061001,BOYA_BARRANQUILLA_OLEAJE ,MR,HMT,AUT,ACT,INVEMAR,ATLÁNTICO,BARRANQUILLA,11.1210000,-74.7990000,17/03/2016,
1185,29061002,COSTA_VERDE ,MR,HMT,AUS,ACT,DRUMMOND LTD,MAGDALENA,CIÉNAGA,11.0223972,-74.2465500,17/03/2016,
1186,29065501,"CIENAGA,LA",CP,MET,AUT,ACT,CENICAFE,MAGDALENA,CIÉNAGA,10.8978583,-74.0815670,,
1187,29067110,SAN ANTONIO ,LM,HID,CON,SUS,INCORA,MAGDALENA,CIÉNAGA,10.5000000,-74.1333330,15/01/1967,15/06/1967
1188,1,PACHAROCA-CORPOGUAJIRA,CAI,AMB,CON,ACT,CORPOGUAJIRA,LA GUAJIRA,BARRANCAS,10.9338333,-72.8061940,,
1189,23120020,BORBUR ,PM,MET,CON,SUS,FNC,BOYACÁ,SAN PABLO DE BORBUR,5.6666667,-74.0833330,15/08/1955,15/12/1956
1190,23120110,BRICENO ,PM,MET,CON,SUS,FNC,BOYACÁ,BRICEÑO,5.7000000,-73.9500000,15/05/1960,15/12/1960
1191,23120120,STA RITA ,PM,MET,CON,ACT,CAR,BOYACÁ,PAUNA,5.6000000,-73.9166670,15/04/1961,
1192,23120130,STA BARBARA ,PM,MET,CON,SUS,ICEL,BOYACÁ,SAN PABLO DE BORBUR,5.6333333,-74.1833330,15/04/1963,15/07/1964
1193,23120170,PAUNA ,PM,MET,CON,SUS,FNC,BOYACÁ,PAUNA,5.6500000,-73.9833330,15/01/1964,15/12/1964
1194,23120270,MUZO ,PM,MET,CON,SUS,MINAG,BOYACÁ,MUZO,5.5166667,-74.1333330,15/01/1937,15/07/1949
1195,23120280,BUENAVISTA ,PM,MET,CON,SUS,MINAG,BOYACÁ,BUENAVISTA,5.5500000,-73.9833330,15/05/1942,15/06/1949
1196,23125010,MUZO ,CO,MET,CON,SUS,MINAG,BOYACÁ,MUZO,5.5333333,-74.1333330,15/01/1936,15/08/1949
